Title,Release_Date,Color_BW,Genre,Language,Country,Rating,Lead_Actor,Director_Name,Lead_Actor_FB_Likes,Cast_FB_Likes,Director_FB_Likes,Movie_FB Likes,IMDb_Score,Total_Reviews,Duration_mins,Gross_Revenue_in_thousands ,Budget_in_thousands
The Devil's Rejects,3/16/2005,Color,Crime,English,USA,R,Sid Haig,Rob Zombie,1000,3544,0,0,6.9,261,109,16901.126,7000
The Dukes of Hazzard,1/8/2005,Color,Action,English,USA,PG-13,Alice Greczyn,Jay Chandrasekhar,631,2297,422,0,5.1,144,107,80270.227,50000
The Exorcism of Emily Rose,7/7/2005,Color,Drama,English,USA,PG-13,Tom Wilkinson,Scott Derrickson,1000,2759,301,0,6.7,233,122,75072.454,20000
The Family Stone,10/8/2005,Color,Comedy,English,USA,PG-13,Craig T. Nelson,Thomas Bezucha,723,1615,15,0,6.3,142,103,6061.759,17000
The Game of Their Lives,4/20/2005,Color,Drama,English,USA,PG,Gerard Butler,David Anspaugh,18000,20354,25,445,6.2,21,101,375.474,20000
The Great Raid,9/29/2005,Black and White,Action,Filipino,USA,R,James Franco,John Dahl,11000,12133,131,0,6.7,81,132,10166.502,80000
The Hitchhiker's Guide to the Galaxy,4/16/2005,Color,Adventure,English,USA,PG,Zooey Deschanel,Garth Jennings,11000,14073,37,10000,6.8,276,109,51019.112,50000
The Interpreter,11/17/2005,Color,Crime,Aboriginal,UK,PG-13,Curtiss Cook,Sydney Pollack,591,2100,521,0,6.4,227,128,72515.36,80000
The Island,1/23/2005,Color,Action,English,USA,PG-13,Scarlett Johansson,Michael Bay,19000,34839,0,0,6.9,257,136,35799.026,126000
The Jacket,10/11/2005,Color,Drama,English,USA,R,Jennifer Jason Leigh,John Maybury,1000,5085,11,0,7.1,161,94,6301.131,29000
The Legend of Zorro,10/17/2005,Color,Action,Spanish,USA,PG,Michael Emerson,Martin Campbell,2000,2864,258,951,5.9,137,129,45356.386,75000
The Longest Yard,8/21/2005,Color,Comedy,English,USA,PG-13,Adam Sandler,Peter Segal,11000,13693,88,0,6.4,134,113,158115.031,82000
The Lost City,3/25/2005,Color,Drama,English,USA,R,Danny Pino,Andy Garcia,786,1674,0,957,6.7,52,144,2483.955,9600
The Man,7/24/2005,Color,Action,English,Germany,PG-13,Miguel Ferrer,Les Mayfield,688,1019,10,676,5.5,72,83,8326.035,33000
The Matador,5/25/2005,Color,Comedy,English,USA,R,Adam Scott,Richard Shepard,3000,4053,47,808,6.8,191,96,12570.442,10000
The New World,7/12/2005,Color,Biography,English,USA,PG-13,Christian Bale,Terrence Malick,23000,27829,0,0,6.7,222,150,12712.093,30000
The Pacifier,9/1/2005,Color,Action,English,Canada,PG,Vin Diesel,Adam Shankman,14000,16884,163,0,5.5,125,95,113006.88,56000
The Perfect Man,1/24/2005,Color,Comedy,English,USA,PG,Ben Feldman,Mark Rosman,1000,4789,15,767,5.5,65,100,16247.775,25000
The Producers,2/18/2005,Color,Comedy,English,USA,PG-13,Jon Lovitz,Susan Stroman,11000,24351,38,0,6.4,168,134,19377.727,45000
The Promise,7/13/2005,Color,Action,Mandarin,China,PG-13,Dong-gun Jang,Kaige Chen,489,949,45,445,5.6,90,103,668.171,60000
The Proposition,7/30/2005,Color,Crime,English,Australia,R,Ray Winstone,John Hillcoat,1000,2129,214,0,7.4,168,104,1900.725,2000
The Protector,12/15/2005,Color,Action,Thai,Thailand,R,Jon Foo,Prachya Pinkaew,778,2205,64,0,7.1,112,111,11905.519,200000
The Puffy Chair,10/23/2005,Color,Comedy,English,USA,R,Mark Duplass,Jay Duplass,830,1064,157,297,6.6,51,85,192.467,15
The Quiet,5/4/2005,Color,Drama,English,USA,R,Katy Mixon,Jamie Babbit,982,3299,91,698,6.4,65,91,381.186,900
The Salon,10/3/2005,Color,Comedy,English,USA,PG-13,Vivica A. Fox,Mark Brown,890,3138,7,68,4.3,14,90,92.362,1500
The Sisterhood of the Traveling Pants,4/16/2005,Color,Comedy,English,USA,PG,Mike Vogel,Ken Kwapis,2000,6862,42,0,6.6,88,119,39008.741,25000
The Skeleton Key,1/24/2005,Black and White,Horror,English,USA,PG-13,Gena Rowlands,Iain Softley,545,1274,34,0,6.5,193,104,47806.295,43000
The Squid and the Whale,4/29/2005,Color,Comedy,English,USA,R,William Baldwin,Noah Baumbach,436,479,387,0,7.4,110,88,7362.1,1500
The Upside of Anger,8/20/2005,Color,Comedy,English,USA,R,Alicia Witt,Mike Binder,975,2944,57,549,6.9,125,118,18761.993,9000
The Weather Man,2/19/2005,Color,Comedy,English,USA,R,Nicolas Cage,Gore Verbinski,12000,13156,563,0,6.6,156,102,12469.811,22000
The Wedding Date,6/9/2005,Color,Comedy,English,USA,PG-13,Jack Davenport,Clare Kilner,1000,2666,6,0,6.1,103,90,31585.3,15000
The Wendell Baker Story,9/9/2005,Color,Comedy,English,USA,PG-13,Will Ferrell,Andrew Wilson,8000,9608,387,143,5.5,32,99,127.144,8000
The White Countess,6/8/2005,Color,Drama,English,UK,PG-13,Vanessa Redgrave,James Ivory,898,2096,133,356,6.7,64,135,1666.262,16000
The Work and the Glory II: American Zion,3/9/2005,Color,Drama,English,USA,PG-13,Emily Podleski,Sterling Van Wagenen,1000,1942,0,19,6.6,4,100,2024.854,6500
The World's Fastest Indian,4/20/2005,Color,Biography,English,New Zealand,PG-13,Anthony Hopkins,Roger Donaldson,12000,12574,79,11000,7.9,126,127,5128.124,25000
Three Burials,12/2/2005,Color,Adventure,English,France,R,Levon Helm,Tommy Lee Jones,572,1627,0,0,7.5,172,107,5023.275,15000
Thumbsucker,11/13/2005,Color,Comedy,English,USA,R,Kelli Garner,Mike Mills,730,1208,101,708,6.6,114,96,1325.073,4000
Transamerica,7/21/2005,Color,Adventure,English,USA,R,Kevin Zegers,Duncan Tucker,2000,3192,2,0,7.4,169,103,9013.113,1000
Transporter 2,7/6/2005,Color,Action,English,France,PG-13,Jason Statham,Louis Leterrier,26000,29050,255,0,6.3,163,87,43095.6,32000
Tristram Shandy: A Cock and Bull Story,8/28/2005,Color,Comedy,English,UK,R,Steve Coogan,Michael Winterbottom,1000,3690,187,750,6.8,122,94,1247.453,2800
Trust the Man,7/1/2005,Color,Comedy,English,USA,R,Billy Crudup,Bart Freundlich,745,1721,38,215,5.7,100,103,1530.535,9000
Tsotsi,12/2/2005,Color,Crime,Zulu,UK,R,Terry Pheto,Gavin Hood,113,278,151,0,7.3,152,94,2912.363,3000
Underclassman,9/21/2005,Color,Action,English,USA,PG-13,Cheech Marin,Marcos Siega,843,2165,32,206,4.1,31,95,5654.777,25000
Undiscovered,2/14/2005,Color,Comedy,English,Germany,PG-13,Fisher Stevens,Meiert Avis,922,1835,0,128,4.2,41,97,1046.166,9000
Unleashed,12/22/2005,Color,Action,English,France,R,Morgan Freeman,Louis Leterrier,11000,22383,255,0,7,177,103,24520.892,45000
V for Vendetta,11/22/2005,Color,Action,English,USA,R,Natalie Portman,James McTeigue,20000,22417,160,48000,8.2,525,132,70496.802,54000
Valiant,6/24/2005,Color,Adventure,English,UK,G,Jim Broadbent,Gary Chapman,1000,1908,2,538,5.6,93,76,19447.478,35000
Wah-Wah,3/10/2005,Color,Drama,English,UK,R,Emily Watson,Richard E. Grant,876,2544,554,311,6.9,49,97,233.103,7000
Waiting...,7/5/2005,Color,Comedy,English,USA,R,Ryan Reynolds,Rob McKittrick,16000,19957,6,0,6.8,91,94,16101.109,3000
Walk the Line,11/17/2005,Color,Biography,English,USA,PG-13,Sandra Ellis Lafferty,James Mangold,523,1383,446,11000,7.9,291,153,119518.352,28000
War of the Worlds,1/26/2005,Color,Adventure,English,USA,PG-13,Tom Cruise,Steven Spielberg,10000,12758,14000,0,6.5,401,116,234277.056,132000
Where the Truth Lies,9/5/2005,Color,Crime,English,Canada,R,Colin Firth,Atom Egoyan,14000,16090,460,507,6.5,97,107,871.527,25000
White Noise,9/25/2005,Color,Drama,English,UK,PG-13,Deborah Kara Unger,Geoffrey Sax,494,2013,13,0,5.5,173,101,55865.715,10000
Winter Passing,6/7/2005,Color,Comedy,English,USA,R,Zooey Deschanel,Adam Rapp,11000,20009,9,414,6.4,50,98,101.228,3500
xXx: State of the Union,8/5/2005,Color,Action,English,USA,PG-13,Sunny Mabrey,Lee Tamahori,287,993,93,0,4.3,77,101,26082.914,87000
Zathura: A Space Adventure,9/27/2005,Color,Action,English,USA,PG,Kristen Stewart,Jon Favreau,17000,32232,4000,0,6.1,136,101,28045.54,65000
10th & Wolf,5/13/2006,Color,Crime,English,USA,R,Brian Dennehy,Robert Moresco,954,2512,53,294,6.4,26,107,53.481,8000
16 Blocks,11/8/2006,Color,Action,English,Germany,PG-13,Bruce Willis,Richard Donner,13000,15053,503,0,6.6,199,102,36883.539,52000
300,7/9/2006,Color,Action,English,USA,R,Gerard Butler,Zack Snyder,18000,32360,0,13000,7.7,460,117,210592.59,65000
A Good Year,2/8/2006,Color,Comedy,English,USA,PG-13,Archie Panjabi,Ridley Scott,883,3611,0,9000,6.9,147,117,7458.269,35000
A Prairie Home Companion,11/15/2006,Color,Comedy,English,USA,PG-13,Meryl Streep,Robert Altman,11000,12946,500,683,6.8,211,105,20338.609,10000
A Scanner Darkly,6/21/2006,Color,Animation,English,USA,R,Robert Downey Jr.,Richard Linklater,21000,39507,0,0,7.1,232,100,5480.996,8700
Alex Rider: Operation Stormbreaker,3/17/2006,Color,Action,English,Germany,PG,Alex Pettyfer,Geoffrey Sax,15000,15638,13,823,5.1,66,93,652.526,40000
All the King's Men,11/20/2006,Black and White,Drama,English,Germany,PG-13,Kate Winslet,Steven Zaillian,14000,27614,234,0,6.2,127,128,7221.458,55000
Alone with Her,12/14/2006,Black and White,Crime,English,USA,Not Rated,Jordana Spiro,Eric Nicholas,262,509,0,244,6.1,71,78,10.018,1000
American Dreamz,12/13/2006,Color,Comedy,English,USA,PG-13,Judy Greer,Paul Weitz,2000,5992,80,300,5.5,153,107,7156.725,19000
Apocalypto,5/13/2006,Color,Action,Maya,USA,R,Rudy Youngblood,Mel Gibson,708,848,0,14000,7.8,283,139,50859.889,40000
Aquamarine,1/23/2006,Color,Comedy,English,USA,PG,Tammin Sursok,Elizabeth Allen Rosenbaum,836,3963,20,0,5.3,66,104,18595.716,12000
Arthur and the Invisibles,11/20/2006,Color,Adventure,English,France,PG,Mia Farrow,Luc Besson,563,683,0,941,6,101,94,15131.33,86000
Babel,3/28/2006,Color,Drama,English,France,R,Brad Pitt,Alejandro G. Iñárritu,11000,11248,0,0,7.5,285,143,34300.771,25000
Barnyard,3/8/2006,Color,Animation,English,Germany,PG,Rob Paulsen,Steve Oedekerk,677,2055,176,605,5.6,98,90,72601.713,51000
Basic Instinct 2,11/27/2006,Color,Crime,English,UK,R,Charlotte Rampling,Michael Caton-Jones,844,1899,105,764,4.2,159,116,5851.188,70000
Beer League,9/30/2006,Color,Comedy,English,USA,R,Joe Lo Truglio,Frank Sebastiano,833,2753,3,323,6,20,86,475,2800
Beerfest,8/26/2006,Color,Comedy,English,USA,R,Chris Moss,Jay Chandrasekhar,33000,35345,422,0,6.3,91,110,19179.969,17500
Bella,10/20/2006,Color,Drama,English,USA,PG-13,Armando Riesco,Alejandro Monteverde,625,2747,38,0,7.4,60,91,8108.247,3300
Big Momma's House 2,6/24/2006,Color,Comedy,English,USA,PG-13,Chloë Grace Moretz,John Whitesell,17000,19334,14,663,4.6,65,99,70163.652,40000
Black Book,11/3/2006,Color,Drama,Dutch,Netherlands,R,Michiel Huisman,Paul Verhoeven,2000,2590,719,0,7.8,231,145,4398.392,21000
Black Christmas,3/26/2006,Color,Horror,English,USA,R,Oliver Hudson,Glen Morgan,607,1611,17,0,4.5,186,94,16235.293,9000
Black Snake Moan,11/30/2006,Black and White,Drama,English,USA,R,Justin Timberlake,Craig Brewer,3000,5012,153,0,7,197,116,9396.487,15000
Blood Diamond,4/11/2006,Color,Adventure,English,Germany,R,Leonardo DiCaprio,Edward Zwick,29000,33160,380,14000,8,166,143,57366.262,100000
Bobby,8/23/2006,Color,Drama,English,USA,R,Anthony Hopkins,Emilio Estevez,12000,13528,0,0,7,195,112,11204.499,14000
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2/24/2006,Color,Comedy,English,USA,R,Luenell,Larry Charles,332,505,119,0,7.3,343,82,128505.958,18000
Cars,1/14/2006,Color,Adventure,English,USA,G,John Ratzenberger,John Lasseter,1000,4905,487,0,7.2,256,117,244052.771,120000
Casino Royale,11/27/2006,Black and White,Action,English,UK,PG-13,Eva Green,Martin Campbell,6000,9125,258,0,8,400,144,167007.184,150000
Catch a Fire,8/10/2006,Color,Biography,English,France,PG-13,Derek Luke,Phillip Noyce,543,678,176,447,6.7,108,98,4291.965,14000
Children of Men,8/17/2006,Color,Drama,English,USA,R,Charlie Hunnam,Alfonso Cuarón,16000,16479,0,17000,7.9,372,109,35286.428,76000
Clerks II,7/22/2006,Black and White,Comedy,English,USA,R,Ethan Suplee,Kevin Smith,1000,2990,0,0,7.4,174,97,24138.847,5000
Click,3/2/2006,Color,Comedy,English,USA,PG-13,Adam Sandler,Frank Coraci,11000,12700,153,7000,6.4,173,107,137340.146,70000
Come Early Morning,9/10/2006,Color,Drama,English,USA,R,Tim Blake Nelson,Joey Lauren Adams,596,1081,781,224,6.2,36,97,117.56,6000
Copying Beethoven,2/2/2006,Color,Biography,English,USA,PG-13,Phyllida Law,Agnieszka Holland,60,150,238,0,6.8,78,104,352.786,11000
Crank,12/28/2006,Color,Action,English,USA,R,Jason Statham,Mark Neveldine,26000,28767,83,0,7,170,93,27829.874,12000
Crossover,4/9/2006,Color,Action,English,USA,PG-13,Wesley Jonathan,Preston A. Whitmore II,592,2000,17,244,2.1,25,95,7009.668,5600
Curious George,3/15/2006,Color,Adventure,English,USA,G,Will Ferrell,Matthew O'Callaghan,8000,11124,5,624,6.6,87,78,58336.565,50000
Curse of the Golden Flower,3/17/2006,Color,Drama,Mandarin,China,R,Li Gong,Yimou Zhang,879,949,611,0,7,189,114,6565.495,45000
Date Movie,3/3/2006,Color,Comedy,English,USA,PG-13,Alyson Hannigan,Aaron Seltzer,3000,6539,64,806,2.7,99,85,48546.578,20000
DOA: Dead or Alive,9/12/2006,Color,Action,English,USA,PG-13,Steve Howey,Corey Yuen,826,4473,23,0,4.8,110,87,480.314,21000
Doogal,2/4/2006,Color,Adventure,English,USA,G,Jimmy Fallon,Dave Borthwick,787,2185,3,346,2.8,31,77,7382.993,20000
Dreamgirls,12/3/2006,Color,Drama,English,USA,PG-13,Loretta Devine,Bill Condon,912,2856,386,0,6.5,241,130,103338.338,70000
Eight Below,4/24/2006,Color,Adventure,English,USA,PG,Paul Walker,Frank Marshall,23000,24300,155,11000,7.3,118,120,81593.527,40000
Employee of the Month,5/16/2006,Color,Comedy,English,USA,PG-13,Dane Cook,Greg Coolidge,1000,4441,27,0,5.5,85,103,28435.406,12000
Eragon,2/7/2006,Black and White,Action,English,USA,PG,Djimon Hounsou,Stefen Fangmeier,3000,4487,14,0,5.1,170,104,75030.163,100000
Exiled,11/19/2006,Color,Action,Cantonese,Hong Kong,R,Simon Yam,Johnnie To,155,398,143,528,7.3,98,110,49.413,35000
Eye of the Dolphin,4/12/2006,Color,Comedy,English,USA,PG-13,Katharine Ross,Michael D. Sellers,640,1491,0,140,5.7,18,100,71.904,2500
Facing the Giants,3/10/2006,Color,Drama,English,USA,PG,Alex Kendrick,Alex Kendrick,589,916,589,0,6.7,31,111,10174.663,100
Factory Girl,3/18/2006,Color,Biography,English,USA,R,Hayden Christensen,George Hickenlooper,4000,6526,60,3000,6.4,117,99,1654.367,7000
Failure to Launch,2/12/2006,Color,Comedy,English,USA,PG-13,Bradley Cooper,Tom Dey,14000,37967,9,2000,5.6,143,95,88658.172,50000
Fido,10/24/2006,Black and White,Comedy,English,Canada,R,Alexia Fast,Andrew Currie,553,786,8,0,6.8,140,93,298.11,8000
Final Destination 3,7/16/2006,Color,Horror,English,Germany,R,Chelan Simmons,James Wong,440,2420,70,0,5.8,216,86,54098.051,25000
Find Me Guilty,8/23/2006,Color,Biography,English,Germany,R,Peter Dinklage,Sidney Lumet,22000,37606,0,0,7.1,94,125,1172.769,13000
Firewall,11/6/2006,Color,Crime,English,USA,PG-13,Jimmy Bennett,Richard Loncraine,87000,101383,12,773,5.8,171,105,48745.15,50000
Flags of Our Fathers,5/9/2006,Color,Drama,English,USA,R,Paul Walker,Clint Eastwood,23000,24468,16000,0,7.1,279,135,33574.332,90000
Flicka,11/1/2006,Color,Adventure,English,USA,PG,Alison Lohman,Michael Mayer,1000,3845,15,1000,6.2,46,95,20998.709,15000
Flushed Away,5/23/2006,Color,Adventure,English,UK,PG,Hugh Jackman,David Bowers,20000,35161,42,0,6.7,135,85,64459.316,149000
Flyboys,3/29/2006,Black and White,Action,English,UK,PG-13,James Franco,Tony Bill,11000,12634,23,2000,6.6,123,140,13082.288,60000
For Your Consideration,1/12/2006,Color,Comedy,English,USA,PG-13,John Michael Higgins,Christopher Guest,957,3535,378,650,6.3,144,86,5542.025,12000
Friends with Money,9/28/2006,Color,Comedy,English,USA,R,Greg Germann,Nicole Holofcener,435,1140,132,515,5.9,111,88,13367.101,6500
Fur: An Imaginary Portrait of Diane Arbus,5/28/2006,Color,Biography,English,USA,R,Robert Downey Jr.,Steven Shainberg,21000,25173,30,0,6.5,105,122,220.914,16800
Gridiron Gang,9/4/2006,Color,Crime,English,USA,PG-13,Dwayne Johnson,Phil Joanou,12000,15811,21,0,6.9,85,125,38432.823,30000
Half Nelson,9/25/2006,Color,Drama,English,USA,R,Ryan Gosling,Ryan Fleck,33000,33734,31,0,7.2,208,106,2694.973,700
Happily N'Ever After,9/30/2006,Color,Adventure,English,USA,PG,Sarah Michelle Gellar,Paul Bolger,4000,6863,0,261,4.5,93,75,15519.841,47000
Happy Feet,2/10/2006,Color,Animation,English,USA,PG,Robin Williams,George Miller,49000,70996,750,0,6.5,206,108,197992.827,100000
Hoot,3/5/2006,Color,Adventure,English,USA,PG,Logan Lerman,Wil Shriner,8000,10732,6,647,5.6,49,91,8080.116,15000
I Served the King of England,6/14/2006,Color,Comedy,Czech,Czech Republic,R,Julia Jentsch,Jirí Menzel,61,92,44,1000,7.4,99,113,617.228,84450
I Want Someone to Eat Cheese With,4/4/2006,Color,Comedy,English,USA,R,Jessy Schram,Jeff Garlin,813,2179,522,0,6.2,32,80,194.568,1500
Ice Age: The Meltdown,12/29/2006,Color,Action,English,USA,PG,Denis Leary,Carlos Saldanha,835,1815,107,0,6.9,164,115,195329.763,80000
Idlewild,8/23/2006,Color,Crime,English,USA,R,Cicely Tyson,Bryan Barber,907,3633,16,489,6.2,81,121,12549.485,15000
In Her Line of Fire,9/25/2006,Color,Action,English,Germany,R,David Keith,Brian Trenchard-Smith,563,1284,53,42,4.1,8,88,0.721,1000
Infamous,2/28/2006,Color,Biography,English,USA,R,Toby Jones,Douglas McGrath,2000,3474,41,0,7.1,129,118,1150.403,13000
Inside Man,3/3/2006,Color,Crime,English,USA,R,Denzel Washington,Spike Lee,18000,19148,0,0,7.6,230,129,88504.64,45000
Ira & Abby,7/16/2006,Color,Comedy,English,USA,R,Frances Conroy,Robert Cary,827,3574,0,360,6.5,30,101,220.234,3500
Jindabyne,3/29/2006,Color,Crime,English,Australia,R,John Howard,Ray Lawrence,172,378,10,302,6.4,75,118,399.879,15000
Journey from the Fall,5/2/2006,Color,Drama,Vietnamese,USA,R,Long Nguyen,Ham Tran,51,83,5,100,7.4,15,135,638.951,1592
Just My Luck,9/3/2006,Color,Comedy,English,USA,PG-13,Samaire Armstrong,Donald Petrie,806,3211,80,0,5.3,98,103,17324.744,28000
Kabhi Alvida Naa Kehna,4/4/2006,Color,Drama,Hindi,India,R,Shah Rukh Khan,Karan Johar,8000,10822,160,659,6,20,193,3275.443,700000
Lady in the Water,12/7/2006,Color,Drama,English,USA,PG-13,Bryce Dallas Howard,M. Night Shyamalan,3000,5609,0,0,5.6,284,110,42272.747,70000
Larry the Cable Guy: Health Inspector,11/11/2006,Color,Comedy,English,USA,PG-13,Thomas F. Wilson,Trent Cooper,690,2135,0,110,3.1,37,89,15655.665,4000
Last Holiday,11/18/2006,Color,Adventure,English,USA,PG-13,LL Cool J,Wayne Wang,1000,3757,61,0,6.4,99,112,38360.195,45000
Letters from Iwo Jima,9/22/2006,Color,Drama,Japanese,USA,R,Yuki Matsuzaki,Clint Eastwood,378,751,16000,5000,7.9,251,141,13753.931,19000
Little Children,6/16/2006,Color,Drama,English,USA,R,Kate Winslet,Todd Field,14000,15337,143,5000,7.6,251,137,5459.824,26000
Little Miss Sunshine,4/11/2006,Color,Comedy,English,USA,R,Steve Carell,Jonathan Dayton,7000,7227,36,15000,7.9,270,101,59889.948,8000
Littleman,6/30/2006,Color,Comedy,English,USA,PG-13,Chazz Palminteri,Keenen Ivory Wayans,979,6334,322,0,4.3,78,98,58255.287,64000
Love's Abiding Joy,6/24/2006,Color,Drama,,USA,PG,William Morgan Sheppard,Michael Landon Jr.,702,2715,84,76,7.2,5,87,252.726,3000
Lucky Number Slevin,11/18/2006,Color,Crime,English,Germany,R,Bruce Willis,Paul McGuigan,13000,26451,118,10000,7.8,202,110,22494.487,27000
Madea's Family Reunion,2/7/2006,Color,Comedy,English,USA,PG-13,Boris Kodjoe,Tyler Perry,1000,5264,0,676,5,46,107,63231.524,6000
Man of the Year,9/3/2006,Color,Comedy,English,USA,PG-13,Robin Williams,Barry Levinson,49000,52571,272,0,6.2,111,115,37442.18,20000
Marie Antoinette,1/4/2006,Color,Biography,English,USA,PG-13,Kirsten Dunst,Sofia Coppola,4000,7243,0,0,6.4,260,123,15962.471,40000
Miss Potter,1/28/2006,Color,Biography,English,UK,PG,Emily Watson,Chris Noonan,876,1518,108,0,7,124,88,2975.649,30000
Mission: Impossible III,11/10/2006,Color,Action,English,USA,PG-13,Philip Seymour Hoffman,J.J. Abrams,22000,34817,14000,0,6.9,310,124,133382.309,150000
Monster House,2/23/2006,Color,Animation,English,USA,PG,Steve Buscemi,Gil Kenan,12000,17299,27,0,6.6,190,91,73661.01,75000
My Super Ex-Girlfriend,6/4/2006,Color,Comedy,English,USA,PG-13,Rainn Wilson,Ivan Reitman,973,2737,425,1000,5.1,147,95,22526.144,30000
Nacho Libre,5/16/2006,Color,Comedy,English,Germany,PG,Ana de la Reguera,Jared Hess,678,1729,100,0,5.7,163,92,80197.993,32000
Night at the Museum,4/28/2006,Color,Action,English,USA,PG,Robin Williams,Shawn Levy,49000,55486,189,3000,6.4,179,108,250863.268,110000
Notes on a Scandal,8/18/2006,Color,Crime,English,UK,R,Phil Davis,Richard Eyre,386,646,14,0,7.4,220,92,17508.67,15000
Old Joy,8/26/2006,Color,Drama,English,USA,Unrated,Daniel London,Kelly Reichardt,52,132,129,594,6.7,88,76,255.352,300
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,1/28/2006,Color,Documentary,English,UK,PG-13,Pelé,Paul Crowder,102,118,10,587,7.3,40,97,144.431,1000
One Night with the King,4/6/2006,Color,Biography,English,USA,PG,James Callis,Michael O. Sajbel,541,908,6,0,6.3,36,123,13391.174,20000
One to Another,2/28/2006,Color,Drama,French,France,Unrated,Karl E. Landler,Pascal Arnold,533,1082,0,104,5.8,14,95,18.435,1400
Opal Dream,4/22/2006,Color,Drama,English,Australia,PG,Jacqueline McKenzie,Peter Cattaneo,185,299,11,135,6.6,24,86,13.751,11400
Open Season,10/12/2006,Color,Adventure,English,USA,PG,Jon Favreau,Roger Allers,4000,6081,28,863,6.2,107,83,84303.558,85000
Over the Hedge,4/16/2006,Color,Adventure,English,USA,PG,Bruce Willis,Tim Johnson,13000,22813,12,0,6.8,166,83,155019.34,80000
Pan's Labyrinth,4/27/2006,Color,Drama,Spanish,Spain,R,Ivana Baquero,Guillermo del Toro,634,1322,0,27000,8.2,406,112,37623.143,13500
"Paris, je t'aime",2/9/2006,Color,Comedy,French,France,R,Steve Buscemi,Olivier Assayas,12000,13208,107,0,7.3,165,120,4857.376,13000
Peaceful Warrior,6/22/2006,Color,Drama,English,Germany,PG-13,Scott Mechlowicz,Victor Salva,634,2673,108,0,7.3,44,120,1055.654,10000
Perfume: The Story of a Murderer,2/15/2006,Color,Crime,English,Germany,R,Michael Smiley,Tom Tykwer,177,253,670,26000,7.5,226,147,2208.939,50000
Phat Girlz,10/24/2006,Color,Comedy,English,USA,PG-13,Mo'Nique,Nnegest Likké,939,2321,18,837,3,37,99,7059.537,3000
Pirates of the Caribbean: Dead Man's Chest,12/30/2006,Color,Action,English,USA,PG-13,Johnny Depp,Gore Verbinski,40000,48486,563,5000,7.3,313,151,423032.628,225000
